idx,created_date,updated_date,acidity,bitterness,body,coffeeing_note,expired,flavor,param1,param2,param3,param4,param5,param6,param7,param8,result_code,result_type,sweetness,member_idx
370,2023-03-12 13:40:48.000000,2023-03-12 13:40:48.000000,2.8,2.6,5.4,"견과류, 묵직한, 스모크, 초코, 부드러운, 망고, 바나나, 파인애플, 플로럴",N,7.5,1,2,2,1,4,2,5,4,15,향미에 가치를 두는 타입,5.0,370
371,2023-03-12 14:24:00.000000,2023-03-12 14:24:00.000000,2.1,3.2,4.4,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,7.8,1,2,1,1,2,2,2,4,13,향미에 가치를 두는 타입,5.0,371
372,2023-03-12 15:07:12.000000,2023-03-12 15:07:12.000000,5.1,6.2,5.3,"견과류, 고소한, 중후한, 과일, 풍부한, 레몬, 오렌지, 귤, 우디",N,5.4,2,4,4,4,1,1,4,1,41,강하고 쓴 맛을 선호하는 타입,3.1,372
373,2023-03-12 15:50:24.000000,2023-03-12 15:50:24.000000,3.9,4.0,5.6,"과일, 초코, 균형있는, 견과류, 고소한, 레몬, 오렌지, 귤, 우디",N,5.0,2,3,3,3,4,3,4,1,53,풍부하고 진한 입감을 즐기는 타입,5.3,373
374,2023-03-12 16:33:36.000000,2023-03-12 16:33:36.000000,5.3,3.9,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,7.4,2,2,2,1,1,2,4,2,12,향미에 가치를 두는 타입,3.8,374
375,2023-03-12 17:16:48.000000,2023-03-12 17:16:48.000000,5.7,4.2,4.4,"견과류, 묵직한, 스모크, 과일, 풍부한, 베리, 커런트, 시트러스",N,7.8,2,2,2,1,1,1,3,2,12,향미에 가치를 두는 타입,3.5,375
376,2023-03-12 18:00:00.000000,2023-03-12 18:00:00.000000,2.4,4.7,5.1,"카라멜, 고소한, 풍부한, 초코, 부드러운, 베리, 커런트, 우디",N,6.0,1,2,1,1,3,2,3,1,15,향미에 가치를 두는 타입,4.7,376
377,2023-03-12 18:43:12.000000,2023-03-12 18:43:12.000000,3.8,6.1,4.7,"카라멜, 고소한, 풍부한, 과일, 풍부한, 사과, 배, 우디",N,5.7,2,2,1,4,1,1,1,1,41,강하고 쓴 맛을 선호하는 타입,3.3,377
378,2023-03-12 19:26:24.000000,2023-03-12 19:26:24.000000,3.8,7.8,5.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 허브",N,6.1,1,4,1,4,1,3,4,3,41,강하고 쓴 맛을 선호하는 타입,2.8,378
379,2023-03-12 20:09:36.000000,2023-03-12 20:09:36.000000,3.1,5.4,7.4,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 허브",N,5.7,1,4,1,5,1,2,5,3,51,풍부하고 진한 입감을 즐기는 타입,4.6,379
380,2023-03-12 20:52:48.000000,2023-03-12 20:52:48.000000,1.7,3.8,4.9,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 우디",N,5.3,2,5,1,3,3,2,2,1,31,달콤하고 즐거운 맛을 즐기는 타입,6.9,380
381,2023-03-12 21:36:00.000000,2023-03-12 21:36:00.000000,5.4,5.0,6.2,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,5.3,2,2,2,2,1,2,4,1,52,풍부하고 진한 입감을 즐기는 타입,3.3,381
382,2023-03-12 22:19:12.000000,2023-03-12 22:19:12.000000,3.5,3.6,4.3,"과일, 초코, 균형있는, 초코, 부드러운, 체리, 복숭아, 플로럴",N,8.2,2,3,3,1,1,2,2,4,13,향미에 가치를 두는 타입,5.1,382
383,2023-03-12 23:02:24.000000,2023-03-12 23:02:24.000000,3.6,2.5,4.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 시트러스",N,4.9,1,3,1,3,3,2,1,2,31,달콤하고 즐거운 맛을 즐기는 타입,6.9,383
384,2023-03-12 23:45:36.000000,2023-03-12 23:45:36.000000,4.0,3.8,4.0,"과일, 초코, 균형있는, 과일, 풍부한, 체리, 복숭아, 허브",N,8.2,1,3,3,1,2,1,2,3,13,향미에 가치를 두는 타입,5.1,384
385,2023-03-13 00:28:48.000000,2023-03-13 00:28:48.000000,3.9,3.6,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 베리, 커런트, 시트러스",N,4.7,2,4,1,3,3,2,3,2,31,달콤하고 즐거운 맛을 즐기는 타입,6.8,385
386,2023-03-13 01:12:00.000000,2023-03-13 01:12:00.000000,3.2,3.1,6.5,"견과류, 고소한, 중후한, 초코, 부드러운, 사과, 배, 허니",N,4.9,1,3,4,5,1,2,1,5,53,풍부하고 진한 입감을 즐기는 타입,5.6,386
387,2023-03-13 01:55:12.000000,2023-03-13 01:55:12.000000,4.2,7.1,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,6.0,1,2,2,4,1,2,4,3,41,강하고 쓴 맛을 선호하는 타입,3.8,387
388,2023-03-13 02:38:24.000000,2023-03-13 02:38:24.000000,2.9,4.2,5.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,6.4,2,4,1,1,3,2,4,1,15,향미에 가치를 두는 타입,4.4,388
389,2023-03-13 03:21:36.000000,2023-03-13 03:21:36.000000,3.1,3.9,4.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 플로럴",N,7.5,1,3,1,1,1,2,1,4,15,향미에 가치를 두는 타입,4.2,389
390,2023-03-13 04:04:48.000000,2023-03-13 04:04:48.000000,3.6,5.3,7.4,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,5.1,2,3,1,5,1,2,4,1,54,풍부하고 진한 입감을 즐기는 타입,3.5,390
391,2023-03-13 04:48:00.000000,2023-03-13 04:48:00.000000,5.3,3.9,6.9,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,5.7,1,3,2,5,1,2,4,2,51,풍부하고 진한 입감을 즐기는 타입,3.8,391
392,2023-03-13 05:31:12.000000,2023-03-13 05:31:12.000000,3.6,4.9,6.7,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 플로럴",N,6.4,1,4,1,5,1,3,4,4,51,풍부하고 진한 입감을 즐기는 타입,2.6,392
393,2023-03-13 06:14:24.000000,2023-03-13 06:14:24.000000,2.6,4.0,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,8.3,2,2,1,1,1,2,2,4,13,향미에 가치를 두는 타입,4.6,393
394,2023-03-13 06:57:36.000000,2023-03-13 06:57:36.000000,3.2,3.3,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 플로럴",N,7.4,2,2,1,1,3,2,4,4,13,향미에 가치를 두는 타입,4.7,394
395,2023-03-13 07:40:48.000000,2023-03-13 07:40:48.000000,6.1,5.6,4.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 레몬, 오렌지, 귤, 시트러스",N,6.4,2,2,1,4,1,1,4,2,12,향미에 가치를 두는 타입,3.3,395
396,2023-03-13 08:24:00.000000,2023-03-13 08:24:00.000000,3.6,3.3,5.0,"과일, 초코, 균형있는, 과일, 풍부한, 체리, 복숭아, 우디",N,5.8,2,5,3,3,2,1,2,1,31,달콤하고 즐거운 맛을 즐기는 타입,6.4,396
397,2023-03-13 09:07:12.000000,2023-03-13 09:07:12.000000,2.9,3.8,4.6,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 플로럴",N,7.6,1,3,1,1,3,3,4,4,15,향미에 가치를 두는 타입,3.6,397
398,2023-03-13 09:50:24.000000,2023-03-13 09:50:24.000000,3.6,4.9,6.7,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 플로럴",N,6.4,2,2,1,5,1,3,4,4,51,풍부하고 진한 입감을 즐기는 타입,2.6,398
399,2023-03-13 10:33:36.000000,2023-03-13 10:33:36.000000,4.2,7.1,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,6.0,2,2,2,4,1,2,4,3,41,강하고 쓴 맛을 선호하는 타입,3.8,399
400,2023-03-13 11:16:48.000000,2023-03-13 11:16:48.000000,3.1,7.5,5.6,"카라멜, 고소한, 풍부한, 초코, 부드러운, 베리, 커런트, 우디",N,4.7,1,5,1,4,1,2,3,1,45,강하고 쓴 맛을 선호하는 타입,3.8,400
401,2023-03-13 12:00:00.000000,2023-03-13 12:00:00.000000,2.6,5.7,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,6.7,2,4,1,4,1,2,2,4,14,향미에 가치를 두는 타입,4.6,401
402,2023-03-13 12:43:12.000000,2023-03-13 12:43:12.000000,5.4,5.0,6.2,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,5.3,1,2,2,2,1,2,4,1,52,풍부하고 진한 입감을 즐기는 타입,3.3,402
403,2023-03-13 13:26:24.000000,2023-03-13 13:26:24.000000,2.4,3.8,6.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 우디",N,6.4,1,3,1,1,4,2,5,1,15,향미에 가치를 두는 타입,4.9,403
404,2023-03-13 14:09:36.000000,2023-03-13 14:09:36.000000,4.4,3.1,4.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,5.1,2,2,1,3,3,2,4,2,31,달콤하고 즐거운 맛을 즐기는 타입,6.5,404
405,2023-03-13 14:52:48.000000,2023-03-13 14:52:48.000000,4.6,5.7,4.4,"견과류, 묵직한, 스모크, 과일, 풍부한, 베리, 커런트, 허브",N,8.1,2,3,2,1,1,1,3,3,14,향미에 가치를 두는 타입,3.5,405
406,2023-03-13 15:36:00.000000,2023-03-13 15:36:00.000000,2.1,3.6,5.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 우디",N,4.4,1,3,1,3,3,2,1,1,35,달콤하고 즐거운 맛을 즐기는 타입,6.5,406
407,2023-03-13 16:19:12.000000,2023-03-13 16:19:12.000000,3.3,4.6,4.6,"카라멜, 고소한, 풍부한, 과일, 풍부한, 체리, 복숭아, 우디",N,6.5,1,3,1,3,1,1,2,1,13,향미에 가치를 두는 타입,5.4,407
408,2023-03-13 17:02:24.000000,2023-03-13 17:02:24.000000,3.2,3.6,6.1,"견과류, 고소한, 중후한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,6.1,2,3,4,5,1,2,2,4,15,향미에 가치를 두는 타입,4.7,408
409,2023-03-13 17:45:36.000000,2023-03-13 17:45:36.000000,2.4,4.4,4.6,"카라멜, 고소한, 풍부한, 견과류, 고소한, 체리, 복숭아, 플로럴",N,8.6,1,4,1,1,1,3,2,4,15,향미에 가치를 두는 타입,3.5,409
410,2023-03-13 18:28:48.000000,2023-03-13 18:28:48.000000,5.7,3.6,5.1,"견과류, 고소한, 중후한, 초코, 부드러운, 레몬, 오렌지, 귤, 허니",N,5.1,2,5,4,2,1,2,4,5,21,상쾌하고 산미가 강조된 맛을 좋아하는 타입,5.1,410
411,2023-03-13 19:12:00.000000,2023-03-13 19:12:00.000000,5.3,3.9,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,7.4,2,3,2,1,1,2,4,2,12,향미에 가치를 두는 타입,3.8,411
412,2023-03-13 19:55:12.000000,2023-03-13 19:55:12.000000,2.6,5.7,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,6.7,1,2,1,4,1,2,2,4,14,향미에 가치를 두는 타입,4.6,412
413,2023-03-13 20:38:24.000000,2023-03-13 20:38:24.000000,5.6,4.4,3.9,"카라멜, 고소한, 풍부한, 과일, 풍부한, 베리, 커런트, 시트러스",N,7.6,1,4,1,1,1,1,3,2,12,향미에 가치를 두는 타입,3.6,413
414,2023-03-13 21:21:36.000000,2023-03-13 21:21:36.000000,2.4,3.3,5.0,"견과류, 묵직한, 스모크, 초코, 부드러운, 체리, 복숭아, 허니",N,6.4,2,3,2,3,1,2,2,5,31,달콤하고 즐거운 맛을 즐기는 타입,7.4,414
415,2023-03-13 22:04:48.000000,2023-03-13 22:04:48.000000,2.8,6.2,6.0,"카라멜, 고소한, 풍부한, 견과류, 고소한, 베리, 커런트, 우디",N,6.7,1,5,1,1,1,3,3,1,14,향미에 가치를 두는 타입,2.6,415
416,2023-03-13 22:48:00.000000,2023-03-13 22:48:00.000000,5.1,5.4,6.7,"견과류, 묵직한, 스모크, 견과류, 고소한, 레몬, 오렌지, 귤, 우디",N,5.6,1,3,2,2,1,3,4,1,51,풍부하고 진한 입감을 즐기는 타입,2.2,416
417,2023-03-13 23:31:12.000000,2023-03-13 23:31:12.000000,2.9,4.2,5.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,6.4,2,2,1,1,3,2,4,1,15,향미에 가치를 두는 타입,4.4,417
418,2023-03-14 00:14:24.000000,2023-03-14 00:14:24.000000,3.6,2.5,5.8,"견과류, 묵직한, 스모크, 초코, 부드러운, 망고, 바나나, 파인애플, 시트러스",N,5.1,1,4,2,3,3,2,5,2,35,달콤하고 즐거운 맛을 즐기는 타입,7.1,418
419,2023-03-14 00:57:36.000000,2023-03-14 00:57:36.000000,2.8,4.2,6.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 허브",N,5.4,2,4,1,5,4,2,5,3,51,풍부하고 진한 입감을 즐기는 타입,5.3,419
420,2023-03-14 01:40:48.000000,2023-03-14 01:40:48.000000,3.9,4.0,5.6,"과일, 초코, 균형있는, 견과류, 고소한, 레몬, 오렌지, 귤, 우디",N,5.0,2,2,3,3,4,3,4,1,53,풍부하고 진한 입감을 즐기는 타입,5.3,420
421,2023-03-14 02:24:00.000000,2023-03-14 02:24:00.000000,3.1,5.4,5.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 허브",N,7.4,2,3,1,1,1,2,5,3,15,향미에 가치를 두는 타입,4.6,421
422,2023-03-14 03:07:12.000000,2023-03-14 03:07:12.000000,5.6,4.4,3.9,"카라멜, 고소한, 풍부한, 과일, 풍부한, 베리, 커런트, 시트러스",N,7.6,1,2,1,1,1,1,3,2,12,향미에 가치를 두는 타입,3.6,422
423,2023-03-14 03:50:24.000000,2023-03-14 03:50:24.000000,2.8,4.2,6.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 허브",N,5.4,2,3,1,5,4,2,5,3,51,풍부하고 진한 입감을 즐기는 타입,5.3,423
424,2023-03-14 04:33:36.000000,2023-03-14 04:33:36.000000,3.8,5.0,6.2,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,6.9,1,2,2,1,1,2,4,1,15,향미에 가치를 두는 타입,3.3,424
425,2023-03-14 05:16:48.000000,2023-03-14 05:16:48.000000,3.1,5.4,7.4,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 허브",N,5.7,1,4,1,5,1,2,5,3,51,풍부하고 진한 입감을 즐기는 타입,4.6,425
426,2023-03-14 06:00:00.000000,2023-03-14 06:00:00.000000,5.7,3.6,5.1,"견과류, 고소한, 중후한, 초코, 부드러운, 레몬, 오렌지, 귤, 허니",N,5.1,2,3,4,2,1,2,4,5,21,상쾌하고 산미가 강조된 맛을 좋아하는 타입,5.1,426
427,2023-03-14 06:43:12.000000,2023-03-14 06:43:12.000000,4.0,3.8,4.0,"과일, 초코, 균형있는, 과일, 풍부한, 체리, 복숭아, 허브",N,8.2,1,3,3,1,2,1,2,3,13,향미에 가치를 두는 타입,5.1,427
428,2023-03-14 07:26:24.000000,2023-03-14 07:26:24.000000,2.4,4.9,5.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 우디",N,5.7,2,2,1,3,1,2,2,1,31,달콤하고 즐거운 맛을 즐기는 타입,6.0,428
429,2023-03-14 08:09:36.000000,2023-03-14 08:09:36.000000,3.2,3.6,6.1,"견과류, 고소한, 중후한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,6.1,1,3,4,5,1,2,2,4,15,향미에 가치를 두는 타입,4.7,429
430,2023-03-14 08:52:48.000000,2023-03-14 08:52:48.000000,2.9,4.6,6.9,"견과류, 묵직한, 스모크, 견과류, 고소한, 레몬, 오렌지, 귤, 우디",N,6.7,1,2,2,1,2,3,4,1,51,풍부하고 진한 입감을 즐기는 타입,2.6,430
431,2023-03-14 09:36:00.000000,2023-03-14 09:36:00.000000,3.5,3.6,4.3,"과일, 초코, 균형있는, 초코, 부드러운, 체리, 복숭아, 플로럴",N,8.2,1,2,3,1,1,2,2,4,13,향미에 가치를 두는 타입,5.1,431
432,2023-03-14 10:19:12.000000,2023-03-14 10:19:12.000000,4.2,4.6,5.8,"견과류, 묵직한, 스모크, 초코, 부드러운, 체리, 복숭아, 우디",N,5.8,1,2,2,2,1,2,2,1,15,향미에 가치를 두는 타입,4.2,432
433,2023-03-14 11:02:24.000000,2023-03-14 11:02:24.000000,3.9,4.2,6.2,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,5.7,1,4,2,5,4,2,4,3,51,풍부하고 진한 입감을 즐기는 타입,4.4,433
434,2023-03-14 11:45:36.000000,2023-03-14 11:45:36.000000,4.4,3.5,4.9,"견과류, 고소한, 중후한, 과일, 풍부한, 레몬, 오렌지, 귤, 우디",N,6.7,1,2,4,1,3,1,4,1,15,향미에 가치를 두는 타입,4.0,434
435,2023-03-14 12:28:48.000000,2023-03-14 12:28:48.000000,2.4,4.9,5.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 우디",N,5.7,2,2,1,3,1,2,2,1,31,달콤하고 즐거운 맛을 즐기는 타입,6.0,435
436,2023-03-14 13:12:00.000000,2023-03-14 13:12:00.000000,3.2,3.6,6.1,"견과류, 고소한, 중후한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,6.1,1,2,4,5,1,2,2,4,15,향미에 가치를 두는 타입,4.7,436
437,2023-03-14 13:55:12.000000,2023-03-14 13:55:12.000000,4.9,2.9,5.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,5.3,2,2,1,5,4,2,4,2,51,풍부하고 진한 입감을 즐기는 타입,4.6,437
438,2023-03-14 14:38:24.000000,2023-03-14 14:38:24.000000,4.6,5.0,5.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 레몬, 오렌지, 귤, 우디",N,7.6,2,2,1,1,1,1,4,1,14,향미에 가치를 두는 타입,2.9,438
439,2023-03-14 15:21:36.000000,2023-03-14 15:21:36.000000,5.4,4.6,5.6,"견과류, 묵직한, 스모크, 견과류, 고소한, 레몬, 오렌지, 귤, 플로럴",N,6.5,2,2,2,2,1,3,4,4,15,향미에 가치를 두는 타입,2.5,439
440,2023-03-14 16:04:48.000000,2023-03-14 16:04:48.000000,5.3,3.9,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,7.4,1,4,2,1,1,2,4,2,12,향미에 가치를 두는 타입,3.8,440
441,2023-03-14 16:48:00.000000,2023-03-14 16:48:00.000000,3.8,6.1,4.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,5.6,2,2,1,4,4,2,4,3,41,강하고 쓴 맛을 선호하는 타입,4.6,441
442,2023-03-14 17:31:12.000000,2023-03-14 17:31:12.000000,4.6,5.0,5.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 레몬, 오렌지, 귤, 우디",N,7.6,1,3,1,1,1,1,4,1,14,향미에 가치를 두는 타입,2.9,442
443,2023-03-14 18:14:24.000000,2023-03-14 18:14:24.000000,4.2,4.6,5.8,"견과류, 묵직한, 스모크, 초코, 부드러운, 체리, 복숭아, 우디",N,5.8,2,2,2,2,1,2,2,1,15,향미에 가치를 두는 타입,4.2,443
444,2023-03-14 18:57:36.000000,2023-03-14 18:57:36.000000,3.9,4.0,5.6,"과일, 초코, 균형있는, 견과류, 고소한, 레몬, 오렌지, 귤, 우디",N,5.0,1,2,3,3,4,3,4,1,53,풍부하고 진한 입감을 즐기는 타입,5.3,444
445,2023-03-14 19:40:48.000000,2023-03-14 19:40:48.000000,3.3,4.6,4.6,"카라멜, 고소한, 풍부한, 과일, 풍부한, 체리, 복숭아, 우디",N,6.5,2,4,1,3,1,1,2,1,13,향미에 가치를 두는 타입,5.4,445
446,2023-03-14 20:24:00.000000,2023-03-14 20:24:00.000000,3.6,2.5,4.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 시트러스",N,4.9,2,2,1,3,3,2,1,2,31,달콤하고 즐거운 맛을 즐기는 타입,6.9,446
447,2023-03-14 21:07:12.000000,2023-03-14 21:07:12.000000,5.1,3.6,5.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 망고, 바나나, 파인애플, 시트러스",N,6.2,1,3,1,3,1,1,5,2,13,향미에 가치를 두는 타입,5.7,447
448,2023-03-14 21:50:24.000000,2023-03-14 21:50:24.000000,5.4,5.0,6.2,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,5.3,1,3,2,2,1,2,4,1,52,풍부하고 진한 입감을 즐기는 타입,3.3,448
449,2023-03-14 22:33:36.000000,2023-03-14 22:33:36.000000,2.6,5.7,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,6.7,2,4,1,4,1,2,2,4,14,향미에 가치를 두는 타입,4.6,449
450,2023-03-14 23:16:48.000000,2023-03-14 23:16:48.000000,3.6,2.5,5.8,"견과류, 묵직한, 스모크, 초코, 부드러운, 망고, 바나나, 파인애플, 시트러스",N,5.1,2,3,2,3,3,2,5,2,35,달콤하고 즐거운 맛을 즐기는 타입,7.1,450
451,2023-03-15 00:00:00.000000,2023-03-15 00:00:00.000000,3.1,5.4,7.4,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 허브",N,5.7,1,2,1,5,1,2,5,3,51,풍부하고 진한 입감을 즐기는 타입,4.6,451
452,2023-03-15 00:43:12.000000,2023-03-15 00:43:12.000000,4.2,2.4,4.9,"카라멜, 고소한, 풍부한, 과일, 풍부한, 체리, 복숭아, 시트러스",N,6.5,1,2,1,5,3,1,2,2,13,향미에 가치를 두는 타입,5.1,452
453,2023-03-15 01:26:24.000000,2023-03-15 01:26:24.000000,4.3,3.6,4.4,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 시트러스",N,6.9,2,2,1,1,1,2,1,2,15,향미에 가치를 두는 타입,4.3,453
454,2023-03-15 02:09:36.000000,2023-03-15 02:09:36.000000,3.8,6.1,4.7,"카라멜, 고소한, 풍부한, 과일, 풍부한, 사과, 배, 우디",N,5.7,2,5,1,4,1,1,1,1,41,강하고 쓴 맛을 선호하는 타입,3.3,454
455,2023-03-15 02:52:48.000000,2023-03-15 02:52:48.000000,3.6,3.3,5.0,"과일, 초코, 균형있는, 과일, 풍부한, 체리, 복숭아, 우디",N,5.8,1,3,3,3,2,1,2,1,31,달콤하고 즐거운 맛을 즐기는 타입,6.4,455
456,2023-03-15 03:36:00.000000,2023-03-15 03:36:00.000000,4.0,3.9,6.8,"견과류, 묵직한, 스모크, 견과류, 고소한, 망고, 바나나, 파인애플, 허니",N,6.0,1,4,2,2,1,3,5,5,51,풍부하고 진한 입감을 즐기는 타입,4.4,456
457,2023-03-15 04:19:12.000000,2023-03-15 04:19:12.000000,5.3,3.9,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,7.4,1,4,2,1,1,2,4,2,12,향미에 가치를 두는 타입,3.8,457
458,2023-03-15 05:02:24.000000,2023-03-15 05:02:24.000000,5.1,3.6,5.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 망고, 바나나, 파인애플, 시트러스",N,6.2,1,3,1,3,1,1,5,2,13,향미에 가치를 두는 타입,5.7,458
459,2023-03-15 05:45:36.000000,2023-03-15 05:45:36.000000,4.6,5.6,6.7,"견과류, 묵직한, 스모크, 견과류, 고소한, 망고, 바나나, 파인애플, 허브",N,6.1,1,4,2,2,1,3,5,3,51,풍부하고 진한 입감을 즐기는 타입,3.3,459
460,2023-03-15 06:28:48.000000,2023-03-15 06:28:48.000000,3.1,4.3,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 베리, 커런트, 허니",N,7.1,1,3,2,1,1,2,3,5,15,향미에 가치를 두는 타입,5.1,460
461,2023-03-15 07:12:00.000000,2023-03-15 07:12:00.000000,3.6,2.5,4.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 시트러스",N,4.9,2,3,1,3,3,2,1,2,31,달콤하고 즐거운 맛을 즐기는 타입,6.9,461
462,2023-03-15 07:55:12.000000,2023-03-15 07:55:12.000000,3.9,4.0,5.6,"과일, 초코, 균형있는, 견과류, 고소한, 레몬, 오렌지, 귤, 우디",N,5.0,2,2,3,3,4,3,4,1,53,풍부하고 진한 입감을 즐기는 타입,5.3,462
463,2023-03-15 08:38:24.000000,2023-03-15 08:38:24.000000,4.4,6.0,3.9,"카라멜, 고소한, 풍부한, 과일, 풍부한, 베리, 커런트, 허브",N,7.9,2,2,1,1,1,1,3,3,14,향미에 가치를 두는 타입,3.6,463
